ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUGOVORSTR
2411000000006949,21390233357,563895079,BPBL476,4,2022-03-01T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2411000000006950,21390233597,563895103,34EAB642,4,2022-03-01T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2411000000006951,21390233555,563895099,55BT866,4,2022-03-01T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2411000000006952,21390233514,563895095,CT1554PC,4,2022-03-01T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2411000000006953,21390233316,563895075,34NIU19,4,2022-03-01T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2411000000006954,21390233431,563895087,16ASB943,4,2022-03-01T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2412000000001164,21390362438,563907987,BP9620CK,4,2022-03-01T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2412000000001165,21390362479,563907991,PA0033KB,4,2022-03-01T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2412000000001166,21390362396,563907983,LJ30TTT,4,2022-03-01T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
2412000000001167,21390362495,563907993,K42E232,4,2022-03-01T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,01.03.2022.,171014,01.03.2022.
