ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUMVAZENJASTR,VREMEFORMSTR,DATUGOVORSTR
2411000000007156,21390158661,563887610,42AHS200,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 02:40:23",171014,26.03.2032.,"26.03.2022. 02:38:44",26.03.2022.
2411000000007157,21390158703,563887614,42CNJ77,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 08:24:31",171014,26.03.2032.,"26.03.2022. 08:21:09",26.03.2022.
2411000000007158,21390158745,563887618,38AFL480,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 10:48:33",171014,26.03.2032.,"26.03.2022. 10:45:27",26.03.2022.
2411000000007159,21390158786,563887622,34EIM883,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 12:18:35",171014,26.03.2032.,"26.03.2022. 12:17:40",26.03.2022.
2411000000007160,21390158828,563887626,34DKE693,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 13:24:33",171014,26.03.2032.,"26.03.2022. 13:22:57",26.03.2022.
2411000000007161,21390158869,563887630,42AEJ020,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 14:39:35",171014,26.03.2032.,"26.03.2022. 14:37:35",26.03.2022.
2411000000007162,21390158901,563887634,14GM656,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 20:51:42",171014,26.03.2032.,"26.03.2022. 20:51:01",26.03.2022.
2411000000007163,21390158034,563887547,14EM114,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 21:03:40",171014,26.03.2032.,"26.03.2022. 21:02:56",26.03.2022.
2411000000007164,21390158075,563887551,07AVH313,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 21:06:40",171014,26.03.2032.,"26.03.2022. 21:06:00",26.03.2022.
2411000000007165,21390159008,563887644,34ESF428,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 21:24:41",171014,26.03.2032.,"26.03.2022. 21:22:15",26.03.2022.
2411000000007166,21390158984,563887642,33DDH47,4,2022-03-26T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"26.03.2022. 23:03:42",171014,26.03.2032.,"26.03.2022. 23:01:48",26.03.2022.
2412000000001187,21390362990,563908043,34CZF326,4,2022-03-26T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,"26.03.2022. 20:35:40",171014,26.03.2032.,"26.03.2022. 20:34:16",26.03.2022.
