KLIJENT_ID,KLIJENTIME,KLIJENTJIB,VREMEKNJIZSTR,VREMEKNJIZENJA,DTYPE,REGOZNIZLAZ,VREMEIZLAZ,RELACIJA,PRODMESTO,IZNOSDUGUJE,DATUMVALUTE,MEDIJUMPID,SERBRTAGA,VREMEULAZ,DATUM_KNJIZENJA,DATUM_VALUTE,VREME_NAPLATE,VREME_ULAZ
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T06:20:42.027+02:00,NaplataPutarine,CB0379KB,2021-10-17T06:20:38.000+02:00,"Šid - Šimanovci",,2580,2021-10-17T06:20:38.000+02:00,424729600,19200563203,2021-10-17T05:29:02.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 06:20:38","17.10.2021 05:29:02"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T11:22:44.567+02:00,NaplataPutarine,CB0379KB,2021-10-17T11:22:40.000+02:00,"Beograd - Pirot istok",,7280,2021-10-17T11:22:40.000+02:00,424729600,19200563203,2021-10-17T07:01:58.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 11:22:40","17.10.2021 07:01:58"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T09:13:13.195+02:00,NaplataPutarine,BG968UW,2021-10-17T09:13:10.000+02:00,"Šimanovci - Sremska Mitrovica",,210,2021-10-17T09:13:10.000+02:00,424729636,19200563567,2021-10-17T08:48:00.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 09:13:10","17.10.2021 08:48:00"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T16:36:02.304+02:00,NaplataPutarine,BG968UW,2021-10-17T16:35:56.000+02:00,"Sremska Mitrovica - Šimanovci",,210,2021-10-17T16:35:56.000+02:00,424729636,19200563567,2021-10-17T16:16:14.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 16:35:56","17.10.2021 16:16:14"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T17:45:49.838+02:00,NaplataPutarine,07DJY19,2021-10-17T17:45:44.000+02:00,"Šid - Šimanovci",,2580,2021-10-17T17:45:44.000+02:00,425307779,19221102114,2021-10-17T05:01:50.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 17:45:44","17.10.2021 05:01:50"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T06:46:40.257+02:00,NaplataPutarine,KH0492BP,2021-10-17T06:46:34.000+02:00,"Grdelica - Mali Požarevac",,6310,2021-10-17T06:46:34.000+02:00,425307791,19221102239,2021-10-17T03:41:30.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 06:46:34","17.10.2021 03:41:30"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T07:56:43.084+02:00,NaplataPutarine,KH0492BP,2021-10-17T07:56:40.000+02:00,"Mali Požarevac - Beograd",,460,2021-10-17T07:56:40.000+02:00,425307791,19221102239,2021-10-17T07:46:38.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 07:56:40","17.10.2021 07:46:38"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T09:31:54.302+02:00,NaplataPutarine,KH0492BP,2021-10-17T09:31:50.000+02:00,"Šimanovci - Adaševci",,2300,2021-10-17T09:31:50.000+02:00,425307791,19221102239,2021-10-17T08:39:20.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 09:31:50","17.10.2021 08:39:20"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T13:48:44.396+02:00,NaplataPutarine,42DAT66,2021-10-17T13:48:40.000+02:00,"Pirot zapad - Beograd",,7020,2021-10-17T13:48:40.000+02:00,425307810,19221102429,2021-10-17T10:40:04.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 13:48:40","17.10.2021 10:40:04"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T20:26:01.900+02:00,NaplataPutarine,PU614RS,2021-10-17T20:25:58.000+02:00,"Jagodina - Beograd",,2920,2021-10-17T20:25:58.000+02:00,425311481,19221139132,2021-10-17T19:11:48.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 20:25:58","17.10.2021 19:11:48"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T21:59:57.320+02:00,NaplataPutarine,PU614RS,2021-10-17T21:59:56.000+02:00,"Šimanovci - Adaševci",,2300,2021-10-17T21:59:56.000+02:00,425311481,19221139132,2021-10-17T21:09:44.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 21:59:56","17.10.2021 21:09:44"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T16:49:41.143+02:00,NaplataPutarine,CO6237CX,2021-10-17T16:49:36.000+02:00,"Dimitrovgrad - Beograd",,7860,2021-10-17T16:49:36.000+02:00,425311484,19221139165,2021-10-17T12:35:58.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 16:49:36","17.10.2021 12:35:58"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T03:01:58.548+02:00,NaplataPutarine,34PA0437,2021-10-17T03:01:58.000+02:00,"Dimitrovgrad - Beograd",,7860,2021-10-17T03:01:58.000+02:00,425311532,19221139645,2021-10-16T09:14:48.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 03:01:58","16.10.2021 09:14:48"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T04:38:26.520+02:00,NaplataPutarine,34PA0437,2021-10-17T04:38:20.000+02:00,"Šimanovci - Šid",,2580,2021-10-17T04:38:20.000+02:00,425311532,19221139645,2021-10-17T03:45:46.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 04:38:20","17.10.2021 03:45:46"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T19:51:38.714+02:00,NaplataPutarine,SK7087AL,2021-10-17T19:51:32.000+02:00,"Preševo - Beograd",,8910,2021-10-17T19:51:32.000+02:00,425311542,19221139744,2021-10-17T14:48:12.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 19:51:32","17.10.2021 14:48:12"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T03:35:19.856+02:00,NaplataPutarine,34FC4569,2021-10-17T03:35:16.000+02:00,"Morović - Šimanovci",,2300,2021-10-17T03:35:16.000+02:00,425311589,19221140213,2021-10-17T02:42:54.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 03:35:16","17.10.2021 02:42:54"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T23:16:53.115+02:00,NaplataPutarine,34BTB789,2021-10-17T23:16:50.000+02:00,"Dimitrovgrad - Beograd",,7860,2021-10-17T23:16:50.000+02:00,425311591,19221140239,2021-10-17T19:45:06.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 23:16:50","17.10.2021 19:45:06"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T01:33:08.252+02:00,NaplataPutarine,33EIT63,2021-10-17T01:33:04.000+02:00,"Pirot istok - Batočina",,4910,2021-10-17T01:33:04.000+02:00,425311667,19221140999,2021-10-16T23:05:50.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 01:33:04","16.10.2021 23:05:50"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T05:43:35.024+02:00,NaplataPutarine,33EIT63,2021-10-17T05:43:32.000+02:00,"Batočina - Smederevo",,1300,2021-10-17T05:43:32.000+02:00,425311667,19221140999,2021-10-17T05:03:24.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 05:43:32","17.10.2021 05:03:24"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T17:31:29.913+02:00,NaplataPutarine,38ABV321,2021-10-17T17:31:26.000+02:00,"Pirot istok - Beograd",,7280,2021-10-17T17:31:26.000+02:00,425312913,19221153455,2021-10-17T13:22:16.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 17:31:26","17.10.2021 13:22:16"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T19:09:10.841+02:00,NaplataPutarine,38ABV321,2021-10-17T19:09:06.000+02:00,"Šimanovci - Šid",,2580,2021-10-17T19:09:06.000+02:00,425312913,19221153455,2021-10-17T18:16:34.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 19:09:06","17.10.2021 18:16:34"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,17.10.2021.,2021-10-17T10:09:55.779+02:00,NaplataPutarine,34FP3736,2021-10-17T10:09:50.000+02:00,"Šid - Šimanovci",,2580,2021-10-17T10:09:50.000+02:00,425312919,19221153513,2021-10-17T08:40:00.000+02:00,17.10.2021.,17.10.2021.,"17.10.2021 10:09:50","17.10.2021 08:40:00"
