ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUMVAZENJASTR,VREMEFORMSTR,DATUGOVORSTR
2410000000000213,20300542154,544789447,VU813DT,4,2022-03-29T00:00:00.000+02:00,9410,Ugovor,3,Postpaid,"29.03.2022. 11:50:38",171014,29.03.2032.,"29.03.2022. 11:49:05",29.03.2022.
2411000000007180,21390158430,563887587,34ETC642,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 06:01:32",171014,29.03.2032.,"29.03.2022. 06:00:06",29.03.2022.
2411000000007181,21390158356,563887579,14DL359,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 09:09:36",171014,29.03.2032.,"29.03.2022. 09:08:59",29.03.2022.
2411000000007182,21390158273,563887571,34EUE880,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 09:18:35",171014,29.03.2032.,"29.03.2022. 09:18:06",29.03.2022.
2411000000007183,21390158232,563887567,14GG557,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 09:21:36",171014,29.03.2032.,"29.03.2022. 09:21:05",29.03.2022.
2411000000007184,21390158315,563887575,14GM422,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 09:39:36",171014,29.03.2032.,"29.03.2022. 09:36:42",29.03.2022.
2411000000007185,21390158836,563887627,14GM722,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 09:42:36",171014,29.03.2032.,"29.03.2022. 09:39:28",29.03.2022.
2411000000007186,21390158877,563887631,42AGT762,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 09:45:36",171014,29.03.2032.,"29.03.2022. 09:42:22",29.03.2022.
2411000000007187,21390158919,563887635,38AFY223,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 10:00:36",171014,29.03.2032.,"29.03.2022. 10:00:14",29.03.2022.
2411000000007188,21390158927,563887636,34BTB692,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 15:30:41",171014,29.03.2032.,"29.03.2022. 15:30:08",29.03.2022.
2411000000007189,21390158885,563887632,42AIM654,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 16:21:41",171014,29.03.2032.,"29.03.2022. 16:18:30",29.03.2022.
2411000000007190,21390158844,563887628,42DJE38,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 16:24:43",171014,29.03.2032.,"29.03.2022. 16:24:10",29.03.2022.
2411000000007191,21390158802,563887624,34BDG972,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 18:15:43",171014,29.03.2032.,"29.03.2022. 18:15:10",29.03.2022.
2411000000007192,21390158760,563887620,34FAA170,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 18:21:43",171014,29.03.2032.,"29.03.2022. 18:20:25",29.03.2022.
2411000000007193,21390158729,563887616,34DKY912,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 20:06:45",171014,29.03.2032.,"29.03.2022. 20:04:45",29.03.2022.
2411000000007194,21390158687,563887612,10AOS61,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 20:54:46",171014,29.03.2032.,"29.03.2022. 20:53:20",29.03.2022.
2411000000007195,21390158646,563887608,PGFS106,4,2022-03-29T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"29.03.2022. 23:52:48",171014,29.03.2032.,"29.03.2022. 23:49:29",29.03.2022.
2414000000000226,21250696933,560271421,J67M579,4,2022-03-29T00:00:00.000+02:00,9414,Ugovor,3,Postpaid,"29.03.2022. 13:25:39",171014,29.03.2032.,"29.03.2022. 13:22:07",29.03.2022.
