ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUMVAZENJASTR,VREMEFORMSTR,DATUGOVORSTR
2411000000007196,21390158604,563887604,ZG6644HZ,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 07:21:57",171014,30.03.2032.,"30.03.2022. 07:19:02",30.03.2022.
2411000000007197,21390158562,563887600,E29O942,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 07:48:56",171014,30.03.2032.,"30.03.2022. 07:48:07",30.03.2022.
2411000000007198,21390158521,563887596,34FBH987,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 07:51:55",171014,30.03.2032.,"30.03.2022. 07:51:10",30.03.2022.
2411000000007199,21390158489,563887592,14BC567,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 08:03:56",171014,30.03.2032.,"30.03.2022. 08:01:40",30.03.2022.
2411000000007200,21390158448,563887588,14BC574,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 08:06:56",171014,30.03.2032.,"30.03.2022. 08:03:35",30.03.2022.
2411000000007201,21390158406,563887584,42AEJ456,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 12:28:02",171014,30.03.2032.,"30.03.2022. 12:26:54",30.03.2022.
2411000000007202,21390158364,563887580,16ASJ697,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 12:31:00",171014,30.03.2032.,"30.03.2022. 12:29:01",30.03.2022.
2411000000007203,21390158323,563887576,42AIM649,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 13:25:01",171014,30.03.2032.,"30.03.2022. 13:22:36",30.03.2022.
2411000000007204,21390158281,563887572,16DAN68,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 16:16:03",171014,30.03.2032.,"30.03.2022. 16:14:17",30.03.2022.
2411000000007205,21390158240,563887568,34DTF44,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 17:28:04",171014,30.03.2032.,"30.03.2022. 17:26:59",30.03.2022.
2411000000007206,21390158208,563887564,34FAA352,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 19:31:07",171014,30.03.2032.,"30.03.2022. 19:30:22",30.03.2022.
2411000000007207,21390158166,563887560,BPBN976,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 20:40:07",171014,30.03.2032.,"30.03.2022. 20:38:03",30.03.2022.
2411000000007208,21390158125,563887556,38UN534,4,2022-03-30T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"30.03.2022. 23:34:10",171014,30.03.2032.,"30.03.2022. 23:32:39",30.03.2022.
2412000000001191,21390362867,563908030,34SN9473,4,2022-03-30T00:00:00.000+02:00,9412,Ugovor,3,Postpaid,"30.03.2022. 11:13:01",171014,30.03.2032.,"30.03.2022. 11:10:13",30.03.2022.
2414000000000227,21250696107,560271338,KC595HU,2,2022-03-30T00:00:00.000+02:00,9414,Ugovor,3,Postpaid,"30.03.2022. 15:34:03",171014,30.03.2032.,"30.03.2022. 15:33:14",30.03.2022.
