ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUGOVORSTR
2411000000007010,21390224927,563894236,54BD053,4,2022-03-08T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2411000000007011,21390224885,563894232,22AAZ526,4,2022-03-08T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2411000000007012,21390224844,563894228,14BH806,4,2022-03-08T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2411000000007013,21390224802,563894224,16ANR621,4,2022-03-08T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2411000000007014,21390224760,563894220,59VH159,4,2022-03-08T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2411000000007015,21390224729,563894216,42CUN07,4,2022-03-08T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2411000000007016,21390224687,563894212,22UN190,4,2022-03-08T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2411000000007017,21390224646,563894208,BPBN865,4,2022-03-08T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2412000000001171,21390362362,563907980,SB183HT,4,2022-03-08T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2412000000001172,21390362339,563907977,ZG5999HD,4,2022-03-08T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
2414000000000223,21390362149,563907958,VK615FJ,4,2022-03-08T00:00:00.000+01:00,9414,Ugovor,3,Postpaid,08.03.2022.,171014,08.03.2022.
