ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUGOVORSTR
2411000000006914,21390215131,563893257,34DUA392,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2411000000006915,21390215099,563893253,42CUN03,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2411000000006916,21390233845,563895128,04AAL229,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2411000000006917,21390233803,563895124,34ENC513,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2411000000006918,21390233761,563895120,06JOZ81,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2411000000006919,21390233084,563895052,42CEK04,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2411000000006920,21390233043,563895048,42AIM07,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2411000000006921,21390233936,563895137,34EYM582,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2411000000006922,21390233969,563895140,34ESF576,4,2022-02-23T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2412000000001159,21390362388,563907982,34ENC671,4,2022-02-23T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2412000000001160,21390362420,563907986,BP4468CK,4,2022-02-23T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2412000000001161,21390362461,563907990,BP5742CK,4,2022-02-23T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2412000000001162,21390362511,563907995,LJ457UA,4,2022-02-23T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
2414000000000220,21390362040,563907948,RA3474AC,4,2022-02-23T00:00:00.000+01:00,9414,Ugovor,3,Postpaid,23.02.2022.,171014,23.02.2022.
