KLIJENT_ID,KLIJENTIME,KLIJENTJIB,VREMEKNJIZSTR,VREMEKNJIZENJA,DTYPE,REGOZNIZLAZ,VREMEIZLAZ,RELACIJA,PRODMESTO,IZNOSDUGUJE,DATUMVALUTE,MEDIJUMPID,SERBRTAGA,VREMEULAZ,DATUM_KNJIZENJA,DATUM_VALUTE,VREME_NAPLATE,VREME_ULAZ
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T07:34:38.694+01:00,NaplataPutarine,VA087DC,2021-12-04T07:34:32.000+01:00,"Batočina - Paraćin",,190,2021-12-04T07:34:32.000+01:00,394592593,17330658737,2021-12-04T07:05:02.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 07:34:32","04.12.2021 07:05:02"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T14:22:48.245+01:00,NaplataPutarine,VA087DC,2021-12-04T14:22:42.000+01:00,"Paraćin - Batočina",,190,2021-12-04T14:22:42.000+01:00,394592593,17330658737,2021-12-04T13:58:14.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 14:22:42","04.12.2021 13:58:14"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T16:59:07.330+01:00,NaplataPutarine,CB3215MC,2021-12-04T16:59:02.000+01:00,"Morović - Šimanovci",,2300,2021-12-04T16:59:02.000+01:00,424729599,19200563195,2021-12-04T16:07:22.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 16:59:02","04.12.2021 16:07:22"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T08:26:58.836+01:00,NaplataPutarine,CB0379KB,2021-12-04T08:26:58.000+01:00,"Mali Požarevac - Beograd",,460,2021-12-04T08:26:58.000+01:00,424729600,19200563203,2021-12-04T08:16:40.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 08:26:58","04.12.2021 08:16:40"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T10:09:12.751+01:00,NaplataPutarine,CB0379KB,2021-12-04T10:09:10.000+01:00,"Šimanovci - Adaševci",,2300,2021-12-04T10:09:10.000+01:00,424729600,19200563203,2021-12-04T09:18:36.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 10:09:10","04.12.2021 09:18:36"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T10:26:26.704+01:00,NaplataPutarine,41ACA814,2021-12-04T10:26:20.000+01:00,"Šid - Šimanovci",,2580,2021-12-04T10:26:20.000+01:00,424729624,19200563443,2021-12-04T09:02:08.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 10:26:20","04.12.2021 09:02:08"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T15:44:59.584+01:00,NaplataPutarine,41ACA814,2021-12-04T15:44:54.000+01:00,"Beograd - Dimitrovgrad",,7860,2021-12-04T15:44:54.000+01:00,424729624,19200563443,2021-12-04T11:18:04.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 15:44:54","04.12.2021 11:18:04"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T07:39:20.979+01:00,NaplataPutarine,CB0485KB,2021-12-04T07:39:18.000+01:00,"Mali Požarevac - Dimitrovgrad",,7390,2021-12-04T07:39:18.000+01:00,424729656,19200563765,2021-12-04T04:25:58.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 07:39:18","04.12.2021 04:25:58"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T05:14:32.883+01:00,NaplataPutarine,CO6237CX,2021-12-04T05:14:30.000+01:00,"Šid - Šimanovci",,2580,2021-12-04T05:14:30.000+01:00,425311484,19221139165,2021-12-04T04:22:42.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 05:14:30","04.12.2021 04:22:42"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T10:01:39.808+01:00,NaplataPutarine,CO6237CX,2021-12-04T10:01:34.000+01:00,"Beograd - Dimitrovgrad",,7860,2021-12-04T10:01:34.000+01:00,425311484,19221139165,2021-12-04T06:01:26.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 10:01:34","04.12.2021 06:01:26"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T04:50:26.945+01:00,NaplataPutarine,E2148MT,2021-12-04T04:50:24.000+01:00,"Šimanovci - Šid",,2580,2021-12-04T04:50:24.000+01:00,425311521,19221139538,2021-12-04T03:55:50.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 04:50:24","04.12.2021 03:55:50"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T06:30:11.870+01:00,NaplataPutarine,34PA0437,2021-12-04T06:30:06.000+01:00,"Šimanovci - Šid",,2580,2021-12-04T06:30:06.000+01:00,425311532,19221139645,2021-12-04T05:29:48.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 06:30:06","04.12.2021 05:29:48"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T09:21:44.301+01:00,NaplataPutarine,OG0507RR,2021-12-04T09:21:38.000+01:00,"Šid - Sremska Mitrovica",,1300,2021-12-04T09:21:38.000+01:00,425311543,19221139751,2021-12-04T08:55:34.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 09:21:38","04.12.2021 08:55:34"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T17:23:01.906+01:00,NaplataPutarine,OG0507RR,2021-12-04T17:22:56.000+01:00,"Sremska Mitrovica - Šid",,1300,2021-12-04T17:22:56.000+01:00,425311543,19221139751,2021-12-04T16:56:30.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 17:22:56","04.12.2021 16:56:30"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T03:19:16.368+01:00,NaplataPutarine,EH4317BX,2021-12-04T03:19:12.000+01:00,"Paraćin - Beograd",,3500,2021-12-04T03:19:12.000+01:00,425311558,19221139900,2021-12-04T01:44:16.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 03:19:12","04.12.2021 01:44:16"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T05:42:52.907+01:00,NaplataPutarine,EH4317BX,2021-12-04T05:42:46.000+01:00,"Šimanovci - Šid",,2580,2021-12-04T05:42:46.000+01:00,425311558,19221139900,2021-12-04T04:50:46.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 05:42:46","04.12.2021 04:50:46"
171014,"JugoExsim d.o.o. Beograd-Novi Beograd",109465772,04.12.2021.,2021-12-04T13:36:43.718+01:00,NaplataPutarine,E8734MA,2021-12-04T13:36:38.000+01:00,"Pirot zapad - Pojate",,3210,2021-12-04T13:36:38.000+01:00,425311559,19221139918,2021-12-04T12:01:08.000+01:00,04.12.2021.,04.12.2021.,"04.12.2021 13:36:38","04.12.2021 12:01:08"
