ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUGOVORSTR
2411000000006998,21390233944,563895138,42SB938,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000006999,21390233951,563895139,54AEV486,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007000,21390233373,563895081,34EUE209,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007001,21390233928,563895136,34BTN444,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007002,21390233902,563895134,34EZL918,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007003,21390233050,563895049,CB3385BX,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007004,21390233019,563895045,35HOA16,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007005,21390233134,563895057,22ABZ725,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007006,21390233092,563895053,34FAC552,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007007,21390233175,563895061,BPBM609,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007008,21390233332,563895077,42AIM01,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2411000000007009,21390233290,563895073,BPBM848,4,2022-03-07T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
2412000000001170,21390362297,563907973,LJ60ZGG,4,2022-03-07T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,07.03.2022.,171014,07.03.2022.
