ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUGOVORSTR
2411000000006861,21390215230,563893267,42ALA488,4,2022-02-16T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2411000000006862,21390215198,563893263,38UN028,4,2022-02-16T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2411000000006863,21390215156,563893259,33ENH94,4,2022-02-16T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2411000000006864,21390215115,563893255,81FE460,4,2022-02-16T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2411000000006865,21390215727,563893316,38HL338,4,2022-02-16T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2411000000006866,21390215024,563893246,54AGD835,4,2022-02-16T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2412000000001152,21390362529,563907996,34ESF472,4,2022-02-16T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2412000000001153,21390362594,563908003,RI1355G,4,2022-02-16T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2412000000001154,21390362602,563908004,RI7226G,4,2022-02-16T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
2414000000000218,21390362073,563907951,OH2254AD,4,2022-02-16T00:00:00.000+01:00,9414,Ugovor,3,Postpaid,16.02.2022.,171014,16.02.2022.
