ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUMVAZENJASTR,VREMEFORMSTR,DATUGOVORSTR
2411000000007124,21390158372,563887581,34FAE286,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 00:09:52",171014,22.03.2032.,"22.03.2022. 00:08:10",22.03.2022.
2411000000007125,21390158414,563887585,KR666LR,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 04:24:56",171014,22.03.2032.,"22.03.2022. 04:21:36",22.03.2022.
2411000000007126,21390158455,563887589,54AGF005,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 07:43:00",171014,22.03.2032.,"22.03.2022. 07:40:32",22.03.2022.
2411000000007127,21390158810,563887625,34EZZ057,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 08:42:00",171014,22.03.2032.,"22.03.2022. 08:40:31",22.03.2022.
2411000000007128,21390158851,563887629,38KH425,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 10:21:01",171014,22.03.2032.,"22.03.2022. 10:19:54",22.03.2022.
2411000000007129,21390158893,563887633,14GM610,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 11:36:03",171014,22.03.2032.,"22.03.2022. 11:33:42",22.03.2022.
2411000000007130,21390158778,563887621,CB1640CC,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 17:30:09",171014,22.03.2032.,"22.03.2022. 17:27:23",22.03.2022.
2411000000007131,21390158695,563887613,34ERP402,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 22:55:13",171014,22.03.2032.,"22.03.2022. 22:53:17",22.03.2022.
2411000000007132,21390158737,563887617,22UP470,4,2022-03-22T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"22.03.2022. 23:01:13",171014,22.03.2032.,"22.03.2022. 22:58:48",22.03.2022.
2412000000001185,21390362958,563908039,LJ06CJP,4,2022-03-22T00:00:00.000+01:00,9412,Ugovor,3,Postpaid,"22.03.2022. 20:57:11",171014,22.03.2032.,"22.03.2022. 20:54:41",22.03.2022.
