ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUMVAZENJASTR,VREMEFORMSTR,DATUGOVORSTR
2410000000000211,21390233886,563895132,K70O264,4,2022-03-28T00:00:00.000+02:00,9410,Ugovor,3,Postpaid,"28.03.2022. 13:35:20",171014,28.03.2032.,"28.03.2022. 13:33:47",28.03.2022.
2410000000000212,21390233993,563895143,J62K535,4,2022-03-28T00:00:00.000+02:00,9410,Ugovor,3,Postpaid,"28.03.2022. 13:41:18",171014,28.03.2032.,"28.03.2022. 13:40:17",28.03.2022.
2411000000007173,21390158679,563887611,34ETB973,4,2022-03-28T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"28.03.2022. 04:55:09",171014,28.03.2032.,"28.03.2022. 04:51:29",28.03.2022.
2411000000007174,21390158554,563887599,34ENJ106,4,2022-03-28T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"28.03.2022. 05:37:09",171014,28.03.2032.,"28.03.2022. 05:34:48",28.03.2022.
2411000000007175,21390158117,563887555,14BG470,4,2022-03-28T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"28.03.2022. 15:10:19",171014,28.03.2032.,"28.03.2022. 15:07:32",28.03.2022.
2411000000007176,21390158596,563887603,14GC571,4,2022-03-28T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"28.03.2022. 20:49:24",171014,28.03.2032.,"28.03.2022. 20:46:42",28.03.2022.
2411000000007177,21390158471,563887591,14EG059,4,2022-03-28T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"28.03.2022. 20:52:24",171014,28.03.2032.,"28.03.2022. 20:48:52",28.03.2022.
2411000000007178,21390158513,563887595,14EG056,4,2022-03-28T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"28.03.2022. 20:52:24",171014,28.03.2032.,"28.03.2022. 20:50:58",28.03.2022.
2411000000007179,21390158398,563887583,42ASF59,4,2022-03-28T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"28.03.2022. 22:10:25",171014,28.03.2032.,"28.03.2022. 22:08:54",28.03.2022.
2412000000001189,21390363006,563908044,PA9190KC,4,2022-03-28T00:00:00.000+02:00,9412,Ugovor,3,Postpaid,"28.03.2022. 11:12:15",171014,28.03.2032.,"28.03.2022. 11:10:23",28.03.2022.
2412000000001190,21390362941,563908038,LJ999VL,4,2022-03-28T00:00:00.000+02:00,9412,Ugovor,3,Postpaid,"28.03.2022. 15:18:19",171014,28.03.2032.,"28.03.2022. 15:15:07",28.03.2022.
2414000000000224,21250696776,560271405,TE30008AT,4,2022-03-28T00:00:00.000+02:00,9414,Ugovor,3,Postpaid,"28.03.2022. 09:34:13",171014,28.03.2032.,"28.03.2022. 09:30:20",28.03.2022.
