ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUMVAZENJASTR,VREMEFORMSTR,DATUGOVORSTR
2411000000007092,21390224455,563894189,34ENC469,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 00:30:23",171014,18.03.2032.,"18.03.2022. 00:27:03",18.03.2022.
2411000000007093,21390224497,563894193,42AKL397,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 03:36:26",171014,18.03.2032.,"18.03.2022. 03:33:37",18.03.2022.
2411000000007094,21390224539,563894197,42ALY83,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 03:48:27",171014,18.03.2032.,"18.03.2022. 03:44:58",18.03.2022.
2411000000007095,21390224570,563894201,34ENC510,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 06:03:31",171014,18.03.2032.,"18.03.2022. 06:00:02",18.03.2022.
2411000000007096,21390224612,563894205,42AIM034,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 10:09:33",171014,18.03.2032.,"18.03.2022. 10:07:12",18.03.2022.
2411000000007097,21390224695,563894213,34FBD365,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 10:21:33",171014,18.03.2032.,"18.03.2022. 10:19:02",18.03.2022.
2411000000007098,21390224737,563894217,59FA963,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 12:51:35",171014,18.03.2032.,"18.03.2022. 12:48:58",18.03.2022.
2411000000007099,21390224778,563894221,34FAR279,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 12:54:35",171014,18.03.2032.,"18.03.2022. 12:51:16",18.03.2022.
2411000000007100,21390224893,563894233,34FAR173,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 12:54:36",171014,18.03.2032.,"18.03.2022. 12:53:00",18.03.2022.
2411000000007101,21390224810,563894225,14GA510,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 13:42:38",171014,18.03.2032.,"18.03.2022. 13:39:08",18.03.2022.
2411000000007102,21390224851,563894229,KH6715BX,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 15:45:38",171014,18.03.2032.,"18.03.2022. 15:42:10",18.03.2022.
2411000000007103,21390224950,563894239,38AGJ719,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 17:36:40",171014,18.03.2032.,"18.03.2022. 17:33:55",18.03.2022.
2411000000007104,21390225007,563894244,81AS644,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 20:21:43",171014,18.03.2032.,"18.03.2022. 20:18:04",18.03.2022.
2411000000007105,21390224018,563894145,34EZR795,4,2022-03-18T00:00:00.000+01:00,9411,Ugovor,3,Postpaid,"18.03.2022. 23:57:47",171014,18.03.2032.,"18.03.2022. 23:54:07",18.03.2022.
