ID,SERBRTAG,IDTAG,REGOZNAKA,KATEGORIJA,DATUGOVORA,PRODMESTOID,DTYPE,TIPRACID,TIPRACUNA,VREMEKNJIZSTR,KLIJENTID,DATUMVAZENJASTR,VREMEFORMSTR,DATUGOVORSTR
2410000000000214,21250663073,560268035,VU255AK,4,2022-03-31T00:00:00.000+02:00,9410,Ugovor,3,Postpaid,"31.03.2022. 09:25:19",171014,31.03.2032.,"31.03.2022. 09:23:00",31.03.2022.
2411000000007209,21390158083,563887552,41ADR046,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 00:52:11",171014,31.03.2032.,"31.03.2022. 00:48:27",31.03.2022.
2411000000007210,21390158042,563887548,22LG592,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 02:46:13",171014,31.03.2032.,"31.03.2022. 02:43:10",31.03.2022.
2411000000007211,21390158935,563887637,16ASG174,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 03:52:13",171014,31.03.2032.,"31.03.2022. 03:50:28",31.03.2022.
2411000000007212,21390158943,563887638,16ALU619,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 08:07:19",171014,31.03.2032.,"31.03.2022. 08:03:40",31.03.2022.
2411000000007213,20300723069,544807538,14DY540,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 09:16:19",171014,31.03.2032.,"31.03.2022. 09:14:08",31.03.2022.
2411000000007214,20300723085,544807540,34ENJ061,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 09:49:19",171014,31.03.2032.,"31.03.2022. 09:46:01",31.03.2022.
2411000000007215,20300724000,544807632,34FAA892,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 14:04:23",171014,31.03.2032.,"31.03.2022. 14:02:48",31.03.2022.
2411000000007216,20300723960,544807628,16DAN38,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 14:49:24",171014,31.03.2032.,"31.03.2022. 14:47:12",31.03.2022.
2411000000007217,20300723929,544807624,16ASG616,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 15:55:25",171014,31.03.2032.,"31.03.2022. 15:53:48",31.03.2022.
2411000000007218,20300723887,544807620,16ABA120,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 16:28:26",171014,31.03.2032.,"31.03.2022. 16:24:49",31.03.2022.
2411000000007219,20300723846,544807616,42UJ414,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 19:52:28",171014,31.03.2032.,"31.03.2022. 19:51:09",31.03.2022.
2411000000007220,20300723804,544807612,CB2689TE,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 21:49:30",171014,31.03.2032.,"31.03.2022. 21:47:26",31.03.2022.
2411000000007221,20300723762,544807608,34EKC938,4,2022-03-31T00:00:00.000+02:00,9411,Ugovor,3,Postpaid,"31.03.2022. 22:43:31",171014,31.03.2032.,"31.03.2022. 22:39:40",31.03.2022.
2412000000001192,21390362909,563908034,CEAJ008,4,2022-03-31T00:00:00.000+02:00,9412,Ugovor,3,Postpaid,"31.03.2022. 15:51:25",171014,31.03.2032.,"31.03.2022. 15:48:33",31.03.2022.
2412000000001193,21390362230,563907967,DJ357CC,4,2022-03-31T00:00:00.000+02:00,9412,Ugovor,3,Postpaid,"31.03.2022. 16:54:26",171014,31.03.2032.,"31.03.2022. 16:52:21",31.03.2022.
